incidentId,incidentName,incidentType,disasterNumber,declarationType,declarationTitle,maId,maAmendNumber,actionId,maType,supportFunction,priority,region,stt,agencyId,agency,authority,dateReceived,dateRequired,popStartDate,popEndDate,dateObligated,obligationAmount,sttCostSharePct,fedCostSharePct,sttCostShareAmt,fedCostShareAmt,maPopStartDate,maPopEndDate,maSttCostSharePct,maFedCostSharePct,maSttCostShareAmount,maFedCostShareAmount,maPriority,assistanceRequested,statementOfWork,id,hash,lastRefresh
2024081901,R1_Severe Storm-Flooding_08182024,Severe Storm,3612.0,EM,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3612EMCTDOI-USGS01,0,476360,FOS,5,High,1,CT,DOI-USGS,DOI-USGS (GEOLOGICAL SURVEY),Stafford Act,2024-08-22T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-22T00:00:00.000Z,2024-09-04T00:00:00.000Z,2024-08-23T00:00:00.000Z,20000.0,0.0,1.0,0.0,20000.0,2024-08-22T00:00:00.000Z,2024-09-04T00:00:00.000Z,0.0,1.0,0.0,20000.0,High,USGS Field measurements of flood-water heights in impacted communities in CT for 3612-EM-CT not to exceed 50 highwater marks.,"As directed by and in coordination with FEMA, U.S. Geological Survey (USGS) will provide advance support, real-time field measurements, and daily reporting of water heights in direct support and for situational awareness of FEMA disaster operations for a high-water or flood event.

USGS services may include, but are not limited to, the following in direct support of response and recovery operations:
 - Field measurements of flood water heights in impacted communities;
 - Deploy supplemental water-level measuring instruments.
 - Measure streamflow and discharge of flooded channels, directly or indirectly.
 - Flagging of High-Water Marks and collect evidence of flooding for impacted areas and communities. 
 - Locate and record the horizontal position and vertical elevation of the High Water Marks (HWM). 
 - Documentation of HWMs with field notes, digital photographs, and depth measurements to the ground at the HWM location at the time of inspection. 
 - Data measurements provided in GIS-ready format via the USGS National Water Information System or Short-Term Network system for display and download. 

Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",ecbcf24e-7d9e-4ced-ae57-4871181703e1,497d57a5e4d071da1721548476b50b64a7321bdd,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901USDA-APH01,0,475083,FOS,11,High,2,PR,USDA-APH,USDA-APHIS (ANIM/PLANT HEALTH,Stafford Act,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-09T00:00:00.000Z,29184.0,0.0,1.0,0.0,29184.0,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,0.0,1.0,0.0,29184.0,High,"As directed by and in accordance with FEMA Region 2 Tropical Disturbance Operations Order 2024-18 and Activation/Deployment Memo for Record Email; FEMA Region 2 Emergency Support Function ESF 11 US Department of Agriculture (USDA) will deploy identified resources of the Time Phased Package of the Personnel Resource Deployment Plan to Region 2 RRCC, IOF/JFO in Commonwealth of Puerto Rico and/or Virgin Islands of the United States, and/or other identified facilities in support of FEMA disaster operations.","As directed by and in coordination with FEMA, US Dept of Agriculture (USDA) will provide appropriate personnel to the RRCC, IOF, JFO, or other FEMA teams or facilities in support of disaster operations. 
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",72dc30d3-d804-4005-897f-91395be284b2,e0e65997764dc0d660e5b941a18d2f18adabaa55,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901HHS-ASPR01,1,475184,FOS,8,High,2,PR,HHS-ASPR,HHS-ASPR (ASST SEC/PREP-RESP),Stafford Act,2024-08-10T00:00:00.000Z,2024-08-10T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-10T00:00:00.000Z,199970.0,0.0,1.0,0.0,199970.0,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,0.0,1.0,0.0,199970.0,High,"Amend 1 - Add $199,970.00 for additional resources.
As directed by and in accordance with FEMA Region 2 Tropical Disturbance Operations Order 2024-18 and Activation/Deployment Memo for Record Email; FEMA Region 2 Emergency Support Function ESF 08 Dept of Health &amp; Human Services (HHS) will deploy identified resources of the Time Phased Package of the Personnel Resource Deployment Plan to Region 2 RRCC, IOF/JFO in Commonwealth of Puerto Rico and/or Virgin Islands of the United States, and/or other identified facilities in support of FEMA disaster operations.","As directed by and in coordination with FEMA, Dept. of Health &amp; Human Services (HHS) will provide appropriate personnel to the RRCC, IOF, JFO, RFO, or other teams and/or facilities to support disaster operations. 
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",fd7acd2b-cd89-4d1f-84e9-8c3759db6b2f,d00959a96bfb2cc8dbaa1275ef0a8e86bcee72c1,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901HHS-ASPR01,0,475085,FOS,8,High,2,PR,HHS-ASPR,HHS-ASPR (ASST SEC/PREP-RESP),Stafford Act,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-09T00:00:00.000Z,93600.0,0.0,1.0,0.0,93600.0,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,0.0,1.0,0.0,93600.0,High,"As directed by and in accordance with FEMA Region 2 Tropical Disturbance Operations Order 2024-18 and Activation/Deployment Memo for Record Email; FEMA Region 2 Emergency Support Function ESF 08 Dept of Health &amp; Human Services (HHS) will deploy identified resources of the Time Phased Package of the Personnel Resource Deployment Plan to Region 2 RRCC, IOF/JFO in Commonwealth of Puerto Rico and/or Virgin Islands of the United States, and/or other identified facilities in support of FEMA disaster operations.","As directed by and in coordination with FEMA, Dept. of Health &amp; Human Services (HHS) will provide appropriate personnel to the RRCC, IOF, JFO, RFO, or other teams and/or facilities to support disaster operations. 
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",baaf9e63-6fef-48a3-945b-fc14b6cfc46b,416471b94973d257295d5c1f257baf9765c5c187,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901DOT01,0,475067,FOS,1,High,2,PR,DOT,DOT (DEPT OF TRANSPORT-S/E),Stafford Act,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-09T00:00:00.000Z,25000.0,0.0,1.0,0.0,25000.0,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,0.0,1.0,0.0,25000.0,High,"As directed by and in accordance with FEMA Region 2 Tropical Disturbance Operations Order 2024-18 and Activation/Deployment Memo for Record Email; FEMA Region 2 Emergency Support Function ESF 01 Dept of Transportation (DOT) will deploy identified resources of the Time Phased Package of the Personnel Resource Deployment Plan to Region 2 RRCC, IOF/JFO in Commonwealth of Puerto Rico and/or Virgin Islands of the United States, and/or other identified facilities in support of FEMA disaster operations.","As directed by and in coordination with FEMA, Dept of Transportation (DOT) will provide appropriate personnel to RRCC, IOF, JFO, or others teams and facilities as requested.
Funding for DOT command center(s), if authorized by FEMA, will be provided under a separate MA.
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",61a653ea-688c-4218-bef2-662e1c8b7fde,dbb5a30a3fbd2c96318ba12decb71e63ac072b76,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901DOJ-ATF01,0,475098,FOS,13,High,2,PR,DOJ-ATF,"DOJ-ATF (ALCOHOL,TOBACCO,FIRE",Stafford Act,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-09T00:00:00.000Z,73500.0,0.0,1.0,0.0,73500.0,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,0.0,1.0,0.0,73500.0,High,"As directed by and in accordance with FEMA Region 2 Tropical Disturbance Operations Order 2024-18 and Activation/Deployment Memo for Record Email; FEMA Region 2 Emergency Support Function ESF 13 Dept of Justice (DOJ)  will deploy identified resources of the Time Phased Package of the Personnel Resource Deployment Plan to Region 2 RRCC, IOF/JFO in Commonwealth of Puerto Rico and/or Virgin Islands of the United States, and/or other identified facilities in support of FEMA disaster operations.","As directed by and in coordination with FEMA, Dept of Justice (DOJ) will provide appropriate personnel to RRCC, JFO, IOF, or other facilities as requested in support FEMA disaster operations.
Funding for DOJ command center(s), if authorized by FEMA, will be provided under a separate MA.
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",eeafed44-bdfa-45be-a2ec-6aeb4199043d,4f49b6e6d98634659a77d554c06b8fdeac4503cd,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901DOE-OE01,0,475064,FOS,12,High,2,PR,DOE-OE,DOE-OE (ELEC DELIVERY / ENERG,Stafford Act,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-09T00:00:00.000Z,124822.0,0.0,1.0,0.0,124822.0,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,0.0,1.0,0.0,124822.0,High,"As directed by and in accordance with FEMA Region 2 Tropical Disturbance Operations Order 2024-18 and Activation/Deployment Memo for Record Email; FEMA Region 2 Emergency Support Function ESF 12 Dept of Energy (DOE) will deploy identified resources of the Time Phased Package of the Personnel Resource Deployment Plan to Region 2 RRCC, IOF/JFO in Commonwealth of Puerto Rico and/or Virgin Islands of the United States, and/or other identified facilities in support of FEMA disaster operations.","As directed by and in coordination with FEMA, Dept of Energy (DOE) will provide appropriate personnel to the RRCC, IOF, JFO, SEOC, or other team(s) or facilities as requested to perform the functions of ESF-12 in support of disaster operations  
Funding for DOE command center(s), if authorized by FEMA, will be provided under a separate MA.
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",bdb7935b-5df5-4124-87d8-ddd8feb4a8e3,35d63a525dff8c4a93b83d676d303b6089c0373a,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901DOD-USAF01,0,475193,FOS,5,High,2,PR,DOD-USAF,DOD-USAF (OPS / MAINTANCE),Stafford Act,2024-08-11T00:00:00.000Z,2024-08-12T00:00:00.000Z,2024-08-11T00:00:00.000Z,2024-08-18T00:00:00.000Z,2024-08-11T00:00:00.000Z,15000.0,0.0,1.0,0.0,15000.0,2024-08-11T00:00:00.000Z,2024-08-18T00:00:00.000Z,0.0,1.0,0.0,15000.0,High,Request aerial imagery support for post landfall within FEMA Region 2 Area of Responsibility as pertains to Tropical Disturbance Invest 98L as applicable. Initial location is Puerto Rico and US Virgin Islands.,"As directed by and in coordination with FEMA, US Air Force Auxiliary/Civil Air Patrol (CAP) will provide aircraft, vehicles, and/or personnel in support of FEMA disaster operations. Support may include, but is not limited to, the following:
Aerial/ ground imaging (video, still photography, imagery, 2D/3Ddata) WALDO sorties as well as obliques and nadir Transportation of personnel and/or light cargo Damage assessment imagery/observations, which may include previously collected imagery Geotagged or georeferenced imagery, uploadable
to FEMA provided FTP website or delivered on digital media
CAP liaison and/or imagery collection management support Airborne communications relay (repeater) missions in support of FEMA Urban Search &amp; Rescue/LifeSafety

Requirements from FEMA:

1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s).

2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.

3. All equipment and supply purchases must be coordinated with FEMA. If approved, documentation is necessary to ensure reimbursement.

4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.

5. The mission assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency.

6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 1040103.

For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.

7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.

8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. 

The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",f47a3352-2149-46c5-a73c-ab9a86a2daab,e742e950ea18947b409bf4e3d4582acfd8988ec3,2024-08-27T18:24:53.439Z
2024080901,Tropical Disturbance_TS_Ernesto ,Tropical Storm,,SU,,PR24080901DOD-OPS01,0,475095,FOS,0,High,2,PR,DOD-OPS,DOD (OPS/MAINT DEFENSE WIDE),Stafford Act,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-08-09T00:00:00.000Z,12364.0,0.0,1.0,0.0,12364.0,2024-08-09T00:00:00.000Z,2024-08-23T00:00:00.000Z,0.0,1.0,0.0,12364.0,High,"As directed by and in accordance with FEMA Region 2 Tropical Disturbance Operations Order 2024-18 and Activation/Deployment Memo for Record Email; FEMA Region 2 Dept Of Defense (DOD) Defense Coordinating Element will deploy identified resources of the Time Phased Package of the Personnel Resource Deployment Plan to Region 2 RRCC, IOF/JFO in Commonwealth of Puerto Rico and/or Virgin Islands of the United States, and/or other identified facilities in support of FEMA disaster operations.","As directed by and in coordination with FEMA, Dept of Defense (DOD) will provide appropriate personnel to the RRCC, IOF, JFO, or other facilities in support of FEMA disaster operations.
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",41df5629-cf88-4c46-b028-def78f8fd1cb,8c1586309c17510539016209331d393edbf2bcde,2024-08-27T18:24:53.439Z
2024072801,Tropical Storm Debby,Tropical Storm,,SU,,FL24072801DOT01,2,475304,FOS,1,High,4,FL,DOT,DOT (DEPT OF TRANSPORT-S/E),Stafford Act,2024-08-12T00:00:00.000Z,2024-08-12T00:00:00.000Z,2024-08-03T00:00:00.000Z,2024-08-11T00:00:00.000Z,2024-08-13T00:00:00.000Z,-10000.0,0.0,1.0,0.0,-10000.0,2024-08-03T00:00:00.000Z,2024-08-11T00:00:00.000Z,0.0,1.0,0.0,-10000.0,High,"Amendment # 2 - De-obligate $10,000.00. MA re-issued as 4806DR-FL-DOT-01
Amendment #1 - Add additional funding of $5000.00.
Activate DOT to RRCC. IOF, JFO, or others teams and facilities as requested; virtual support requested 8/4 and in person support at RRCC requested starting 8/5","As directed by and in coordination with FEMA, Dept of Transportation (DOT) will provide appropriate personnel to RRCC, IOF, JFO, or other teams and facilities as requested.
Funding for DOT command center(s), if authorized by FEMA, will be provided under a separate MA.
Requirements from FEMA:
1. MA task orders (MATOs) may be issued by FEMA for specific requirements, personnel, location(s), date(s), and duration of assignment(s). 
2. Agencies may be reimbursed for all eligible expenses pursuant to 44 CFR. Supporting documentation is required for reimbursement. Work that falls within the statutory authority of the performing Federal agency is not eligible for FEMA reimbursement.
3. All equipment and supply purchases must be coordinated with FEMA.  If approved, documentation is necessary to ensure reimbursement. 
4. Activation of agency command center(s), if required, must be coordinated with FEMA as a separate MA.   
5. The mission-assigned agency is responsible for ensuring that all activity is properly authorized, goods are received, services are provided, and that costs are reasonable and supported by documentation maintained by the respective agency. 
6. MAs shall be considered for fiscal closure or reduction of obligations 180 days after the projected end date in accordance with the FEMA Policy 104-010-3. For MAs still operationally open, requests for additional obligations may be withheld if no invoicing, ULO Validation, or additional justification has been provided.
7. Prior to departing disaster operations, provide FEMA with details on status of any ongoing actions, property disposition (if applicable), and Financial/Program points of contact.
8. Sharing of Personally Identifiable Information (PII) between the agencies is not authorized by this MA. The agencies must complete an Information Sharing Access Agreement (ISAA), an Interconnection Security Agreement (ISA) and/or a Privacy Threshold Analysis (PTA), if required by either Agency, before data is transferred between the agencies.",4ef89b9d-58bb-4d1a-8947-ad637e7bfaa2,78e363a899ceb8523464da704afee9467fe5a77c,2024-08-27T20:04:38.903Z
